артикул; название; url картинки; цена; доставка; цвет; размер;  полное описание; подробное описание
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ; B4-F05（高帮）蓝色; 31; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  B4-F05（高帮）绿色; 31; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  B4-F05（高帮）灰色; 31; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）红色; 31; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）蓝色; 31; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）灰色; 31; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ; B4-F05（高帮）蓝色;  35; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  B4-F05（高帮）绿色;  35; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  B4-F05（高帮）灰色;  35; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）红色;  35; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）蓝色;  35; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）灰色;  35; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ; B4-F05（高帮）蓝色;  36; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  B4-F05（高帮）绿色;  36; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  B4-F05（高帮）灰色;  36; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）红色;  36; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）蓝色;  36; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）灰色;  36; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ; B4-F05（高帮）蓝色;  37; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  B4-F05（高帮）绿色;  37; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  B4-F05（高帮）灰色;  37; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）红色;  37; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）蓝色;  37; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）灰色;  37; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ; B4-F05（高帮）蓝色;  38; ; <br><hr><br>; ; ; 
